id,country,product_services,revenue_omu,type,type_length,is_source,is_target,weighted_degree,degree,total_revenue,type_set,neighbor_BO,neighbor_CC,total_rev_per_BO,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,related
Portuguese Tuna GmbH & Co. KG Marine ecology,Oceanus,"['Shellfishes, aquatic plants, aquatic invertebrates and shelf stable fishes']",[81066.6728],{'Company': 1},1,1,0,2,1,81066,['Company'],0,1,81066.0,1.0,0.0,1.0,0.7071067811865476,1
Madhya Pradesh  Market Shoal GmbH Shipping,Nalakond,['Fresh and frozen seafood products'],[80793.2826],{'Company': 1},1,1,0,8,4,80793,['Company'],3,1,26931.0,1.0,1.0,1.0,0.7071069290249942,1
shā yú Ltd Marine,Rio Isla,['Fish and seafood products'],[79781.7798],{'Company': 1},1,1,0,1,1,79781,['Company'],0,1,79781.0,1.0,0.0,1.0,0.7071067811865476,1
Greek Sea Bass Seagrass Sagl Cargo,Marebak,"['Fresh and raw or cooked frozen fish and other seafoods and seafood preparations, such as soups, stews, chowders, fishcakes, crabcakes, and shrimp cakes']",[79111.2648],{'Company': 1},1,1,0,1,1,79111,['Company'],0,1,79111.0,0.0001410039481105,0.0,0.0627638391079251,9.563296070828577e-09,1
Mcfarland Group,ZH,"['Frozen squid, todarodes pacific squid and frozen fishes']",[78576.4641],{'Company': 1},1,0,0,0,0,78576,['Company'],0,0,78576.0,0.0,0.0,0.0,0.0,1
West Bengal  Ltd. Corporation,Coralmarica,"['Pangasius Fillet including light yellow, light pink, and white meat; Pangasius Industrial Block; Pangasius Loins, Portion, Nugget, and Strip such as Pangasius strip, nugget, and portion; Value added products (Pangasius form and loins); Whole Pangasius fish; and Pangasius fillet and loin vacuum pack', 'Grocery products']","[5656.6728, 78409.8327]",{'Company': 2},2,1,0,4,3,84065,['Company'],1,2,84065.0,1.0,1.0,1.0,0.707106878039843,1
Oceanic Oceans LLC Marine sanctuary,Oceanus,"['Global air, specialising in beverage & BWS, temperature controlled cargo, project cargo, warehousing, custom clearance, land transport, and marine insurance services, as well as ocean freight services, including FCL/LCL and consolidation; Supplies chain and freight management professionals to provide day to day support for the management of shipments']",[77966.6728],{'Company': 1},1,1,0,3,3,77966,['Company'],2,1,38983.0,1.0,1.0,1.0,0.707106878039843,1
Arena Azul LC Cargo,Oceanus,['Smoked fish products and other related products'],[77866.6728],{'Company': 1},1,1,0,4,4,77866,['Company'],3,1,25955.33333333333,1.0,1.0,1.0,0.7071069290249942,1
Murphy-Mills,ZH,"['Meat, poultry and seafood products']",[75766.6728],{'Company': 1},1,0,0,0,0,75766,['Company'],0,0,75766.0,0.0,0.0,0.0,0.0,1
Arena Azul Ltd. Corporation,Oceanus,['Fresh and frozen scallops'],[75466.6728],{'Company': 1},1,1,0,3,1,75466,['Company'],0,1,75466.0,0.1428571428571428,0.0,0.3181818181818182,0.1898511725309569,1
Dillon-Hoover,ZH,['Fish and seafood products'],[75254.912],{'Company': 1},1,0,0,0,0,75254,['Company'],0,0,75254.0,0.0,0.0,0.0,0.0,1
Group Tugboat Pic Logistics,Marebak,['Fish and fish products'],[74947.7764],{'Company': 1},1,1,0,2,2,74947,['Company'],1,1,74947.0,0.5,0.5,0.6666666666666666,0.5000017939959851,1
Himachal Pradesh   Incorporated Herring,Puerto Sol,"['Fruits, vegetables, foodstuffs, fish, shellfish and seafood products']",[73967.7402],{'Company': 1},1,1,0,9,3,73967,['Company'],2,1,36983.5,1.0,1.0,1.0,0.707106878039843,1
Webb and Sons,ZH,"['Finfish and shellfish', 'Unknown', 'Machines for the processing of natural and synthetic fibres as air cooler pad machines, fibre processing units, fibre laying units, erosion control blanket machines and corresponding roll up devices, as well as state-of-the-art conveyor technology for every purpose and composting technology; Manure conveyor and broiler loading conveyor for agriculture']","['Unknown', 73662.3704, 'None']","{'Company': 2, 'Beneficial Owner': 1}",3,1,0,1,1,73662,"['Company', 'Beneficial Owner']",1,0,73662.0,1.0,0.0,1.0,0.7071067811865476,1
Schwartz PLC,ZH,"['Pangasius hypophthalmus fillet, skinless /skin on, boneless, belly-off/belly on, welltrimmed/untrimmed', 'Unknown']","[73512.7131, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,1,0,1,1,73512,"['Company', 'Beneficial Owner']",1,0,73512.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Estrella del Mar ОАО Transit,Oceanus,"['Signature convenience meals (Chicken Alfredo, Shrimp Primavera, Orange Chicken, Chicken Parmagiana, Shrimp Scampi, Sesame Chicken, Chicken Sausage Rose, Shrimp Sorrentino, Shrimp Fried Rice, Shrimp Florentie, Chicken Stir Fry, and Shrimp Lo-Mein); and Tastee Choice Shrimp (cooked tailoff shrimp, shell shrimp, wild caught cooked salad shrimp, cooked tailon shrimp)']",[73166.6728],{'Company': 1},1,1,0,2,1,73166,['Company'],0,1,73166.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Gvardeysk Sextant ОАО Cargo,Uziland,"['Fish salads (Italian salad with salmon in tomato dressing, Hungarian salad with salmon in carry dressing, Mexican salad with salmon in spice dressing, French salad with salmon in dressing); canned products from Atlantic fish (fillet, fish in oil, fish in oil with easy open, fish in tomato sauce, fish in tomato sauce with easy open); canned fried fish (fried sprats, fish salads); canned fish from the Baltic species (roasted sprat in tomato sauce, sprat in tomato sauce, fish steamed balls in tomato sauce, fish dumplings in tomato sauce, fish rissole in tomato sauce); preserves (Riga canned sprat spicy salted, Riga sprat in wine, Tallinn canned sprat spicy); and sprats (sprats in oil)']",[73027.0975],{'Company': 1},1,1,0,3,3,73027,['Company'],2,1,36513.5,1.0,1.0,1.0,0.707106878039843,1
Arunachal Pradesh s Sagl Transport,Nalakond,"['Fish and other seafood (fish, shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams)']",[72757.4505],{'Company': 1},1,1,0,4,2,72757,['Company'],1,1,72757.0,0.000282007896221,0.000282007896221,0.068149714120982,2.6208448163458482e-08,1
Neptune's Harvest Ltd. Corporation,Marebak,"['Unknown', 'Frozen breaded shrimp, raw or cooked head on shell on, headless shell on, and peeled deveined tail on/tail off']","[6826.6728, 72374.7611]",{'Company': 2},2,1,0,2,2,79200,['Company'],0,2,79200.0,0.4,0.6000000000000001,0.625,0.5116687042046243,1
Rift Valley fishery Kga,Oceanus,['Seafood products'],[72366.6728],{'Company': 1},1,1,0,2,1,72366,['Company'],0,1,72366.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Indian Ocean Harvesters Marine mist,Oceanus,['Fish and seafoods'],[72366.6728],{'Company': 1},1,1,0,1,1,72366,['Company'],0,1,72366.0,1.0,0.0,1.0,0.7071067811865476,1
"Bell, Douglas and Smith",ZH,['Fish and seafood products'],[71766.6728],{'Company': 1},1,0,0,0,0,71766,['Company'],0,0,71766.0,0.0,0.0,0.0,0.0,1
Estrella de Mar N.V.,Korvelonia,"['Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products']",[69708.5162],{'Company': 1},1,1,0,2,1,69708,['Company'],0,1,69708.0,1.0,0.0,1.0,0.7071067811865476,1
Balkan Trout S.A. de C.V.,Polarisdom,['Tuna chunks in oil; light tuna in water; quartets tuna in oil; quartets tuna in water; chunks of tuna in olive oil; chunks of tuna in canola oil; chunks of tuna with pepper; chunks of tuna with lemon; chunks of smoked tuna natural; tuna spread; salmon spread; tuna salad; fillet of smoked tuna in vegetable oil; smoked herring fillet; smoked tuna filet; smoked mackerel fillets; and smoked salmon fillet'],[69618.4387],{'Company': 1},1,1,0,4,2,69618,['Company'],1,1,69618.0,1.0,1.0,1.0,0.707106690085642,1
Lake Malawi  Breakwater Ltd Merchants,Nalakond,['Marine fishing activities'],[69611.1071],{'Company': 1},1,1,0,6,6,69611,['Company'],5,1,13922.2,0.75,0.9285714285714284,0.8,0.6838103855505511,1
"Sherman, Miller and Butler",ZH,['Black tiger shrimps'],[69556.0711],{'Company': 1},1,0,0,0,0,69556,['Company'],0,0,69556.0,0.0,0.0,0.0,0.0,1
"Rojas, Turner and Rodriguez",ZH,['Commercial marine fishing activities'],[69520.5072],{'Company': 1},1,0,0,0,0,69520,['Company'],0,0,69520.0,0.0,0.0,0.0,0.0,1
Marine Magic Herring Incorporated Transit,Marebak,"['All kinds of fish fillets, squid products, shrimps, crabs, mollusks products, and seasoned seafood products']",[69348.6091],{'Company': 1},1,1,0,3,3,69348,['Company'],2,1,34674.0,1.0,1.0,1.0,0.707106878039843,1
"Thomas, Payne and Woodard",ZH,['Seafood and other aquatic products'],[69195.0289],{'Company': 1},1,0,0,0,0,69195,['Company'],0,0,69195.0,0.0,0.0,0.0,0.0,1
Playa del Cielo Sextant LC Family,Oceanus,"['Ocean and air container loading, consultation, pier and airport delivery, status reports, marine insurance coverage and placement, pier loading, and inspections; Arranges cargo movement to an international destination and has the expertise to prepare and process the documentation, as well as perform related activities pertaining to international shipments']",[68966.6728],{'Company': 1},1,1,0,2,1,68966,['Company'],0,1,68966.0,1.0,0.0,1.0,0.7071067811865476,1
Ramos Ltd,ZH,"['Unknown', 'Fish and seafood products']","[68816.8208, 'None']","{'Company': 1, 'Beneficial Owner': 2}",3,0,0,0,0,68816,"['Company', 'Beneficial Owner']",0,0,68816.0,0.0,0.0,0.0,0.0,1
Wave Watchers Underwater Ltd. Corporation Solutions,Marebak,"['Frozen foods, fresh-kept dried foods and aquatic products']",[68599.554],{'Company': 1},1,1,0,1,1,68599,['Company'],0,1,68599.0,1.0,0.0,1.0,0.7071067811865476,1
Johnson-Berry,ZH,['Fish and seafood products'],[68575.7182],{'Company': 1},1,0,0,0,0,68575,['Company'],0,0,68575.0,0.0,0.0,0.0,0.0,1
"Singleton, Evans and Baird",ZH,"['Marine fats and oils, packed and shredded crabs, shrimps, lobsters, oysters and clams, soups, stews, chowders, crabcakes, and shrimp cakes, and shellfish; Fresh and frozen seafood products']",[68230.956],{'Company': 1},1,0,0,0,0,68230,['Company'],0,0,68230.0,0.0,0.0,0.0,0.0,1
Angrapa S.A. de C.V.,Marebak,"['Tuna fish fillet, freeze-dried food, canned seafood, frozen seafood, pet food, frozen fruits, fresh vegetables and other food-based integrated food export processing', 'Paper, educational aids, and arts and crafts', 'Unknown']","[68043.3718, 4796.6728, 'Unknown']",{'Company': 3},3,1,0,11,9,72839,['Company'],6,3,12139.833333333334,0.2093023255813953,0.5016611295681063,0.26875,0.0053215959844373,1
Blue Water Ventures A/S,Merigrad,"['Distribution of a general line of fish and seafoods, such as fresh shellfish, crustaceans and molluscs, fresh and frozen fillets']",[66974.3072],{'Company': 1},1,1,0,4,4,66974,['Company'],3,1,22324.666666666668,1.0,1.0,1.0,0.7071069290249942,1
Baltic Sprat GmbH & Co. KG Enterprises,Marebak,"['Specialises in offering a wide range of products such as tuna, salmon, herring, shellfish, and groundfish products; Provides flounder fillets, cornmeal pollock strips, burger, tuna steak, frozen halibut steaks, as well as canned sockeye salmon and frozen sockeye, and crabs; Covers cod, pollock, rockfish, flounder and sole, and other related products']",[66967.6598],{'Company': 1},1,1,0,3,3,66967,['Company'],2,1,33483.5,1.0,1.0,1.0,0.707106878039843,1
Diao yu  BV Logistics,Nalakond,"['Fish and seafood products (tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; cod, pollock, rockfish, flounder and sole)', 'Unknown', 'Grocery products']","[66928.0264, 47144.5299, 6831.1749]",{'Company': 3},3,1,0,11,9,120903,['Company'],7,2,17271.85714285714,0.6923076923076923,0.9102564102564102,0.7222222222222222,0.687936391853681,1
Ancla del Este LLC,Nalakond,"['Yarns', 'Fish and seafoods products']","[66850.599, 26566.6728]",{'Company': 2},2,1,0,5,3,93416,['Company'],1,2,93416.0,1.0,1.0,1.0,0.707106878039843,1
Young Inc,ZH,"['Frozen seafood', 'Fish and seafood', 'Unknown']","['None', 4666.6728, 66479.8968]","{'Company': 2, 'Beneficial Owner': 3, 'Company Contacts': 2}",7,1,0,3,3,71145,"['Company', 'Beneficial Owner', 'Company Contacts']",2,1,35572.5,1.0,1.0,1.0,0.707106878039843,1
Deep Sea Divers Corp Transport,Marebak,['Fish and sea food products'],[66024.5155],{'Company': 1},1,1,0,11,11,66024,['Company'],10,1,6602.4,0.001551043429216,0.0030998597477017,0.0731277260494323,6.816038606583636e-10,1
Malabar Sea Catch Regatta Kga Import,Marebak,"['Pasteurized crab meat, frozen shrimp, frozen shrimp meat, frozen squid, frozen cuttlefish, frozen bread oysters, frozen sea fish and cooked and frozen short necked clam']",[65616.5029],{'Company': 1},1,1,0,3,3,65616,['Company'],2,1,32808.0,0.5,0.6,0.6666666666666666,0.5000026445265126,1
Mar del Oeste S.p.A.,Merigrad,"['Canning, processing and manufacturing of seafood and other aquatic products']",[65500.0953],{'Company': 1},1,1,0,3,3,65500,['Company'],2,1,32750.0,1.0,1.0,1.0,0.707106878039843,1
Weber Group,ZH,"['Frozen seafood', 'Unknown']","[65000.4719, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,0,0,0,0,65000,"['Company', 'Beneficial Owner']",0,0,65000.0,0.0,0.0,0.0,0.0,1
Mar de la Vida Pic,Marebak,"['Soy protein, soy fiber, soy oil, low-temperature soy flake, refined fish oil, nutraceuticals, and various kinds of soft capsules']",[64729.4108],{'Company': 1},1,1,0,5,5,64729,['Company'],4,1,16182.25,1.0,1.0,1.0,0.7071064011232681,1
Isla del Mar Ltd. Liability Co Enterprises,Merigrad,"['An extensive range of canned tuna, frozen tuna loins and other related canned fish products']",[64704.778],{'Company': 1},1,1,0,2,1,64704,['Company'],0,1,64704.0,1.0,0.0,1.0,0.7071067811865476,1
Smith Inc,ZH,"['Instant noodles (Korea, Thailand and Vietnam), sauce, seasoning, spices, oil, vermicelli, pasta, macaroni, beverages (tea and coffee), can food, dried food, rice, cream, kitchen ware, shampoo, soap, utensil, and blanket (Korea)', 'Primarily involved in processing and selling the following fresh fish and seafood. It offers a range of products, such as fish (tuna, sword fish, bass, trout, and salmon), shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams', 'Global marketing agency, strategic planning and consumer research to innovative premiums and digital solutions, Full service digital solutions, Entertainment Licensing, Film, television, sports, fashion, music, consumer communications, brand building and graphic design focused in the areas of strategic creative development and production of retail merchandising and POP materials source: freelance researcher', 'Collectible albums, photo albums and photo sleeves (pocket pages, photo albums, page protectors, card collection albums and PP folders)', 'Unknown', 'Offers cellulose ethers and pale wood rosin derivatives; and specialty additives and functional ingredients; Provides sizing agents, wet/dry strength additives, and crepe and release additives for tissue manufacturing; and deposit control agents, defoamers, biocides, and other process additives; Caters unsaturated polyester and vinyl ester resins, and gelcoats; adhesives and specialty resins; and metal casting consumables and design services', 'OEM (original equipment manufacturer) aluminum die-casting parts, lighting products, high precision parts for telecommunication equipment, and measuring instruments']","[48388.6687, 7014.6056, 5674.8645, 'None', 24466.6728, 'Unknown', 14966.6728, 64666.6728]","{'Company': 9, 'Beneficial Owner': 17, 'Company Contacts': 10}",36,1,0,17,17,165174,"['Company', 'Beneficial Owner', 'Company Contacts']",12,5,13764.5,0.2,0.4484593837535013,0.2348066298342541,0.0028742566236709,1
Sea Harvest Plc Transit,Oceanus,"['Specialises in wholesaling a wide range of fish and seafood products, including Seasoned Grill Wild Alaskan Salmon and Wild Caught Seasoned Grill Salmon; Wild Salmon Steakhouse â€“ Family Pack, Wild Salmon Seasoned Grill â€“ Family Pack, Mahi Mahi Pineapple Mango, Wild Salmon Lemon Dill, Tilapia Cajun, Butter and Herb Cod, Steakhouse Tilapia, Sweet Bourbon Wild Salmon, Sweet Bourbon Atlantic Salmon, Steakhouse Atlantic Salmon, Sweet Glazed Wild Salmon, Steakhouse Wild Salmon, Seasoned Grill Wild Salmon, Seasoned Grill Tilapia, Wood Roasted Wild Salmon and Seasoned Grill Atlantic Salmon; Wild Smoked Salmon Peppered, Wild Smoked Salmon Tomato Basil, Wild Keta Smoked Salmon Chunks and Smoked Whitefish; Moreyâ€™s Pickled Herring and Moreyâ€™s Nova Lox']",[64666.6728],{'Company': 1},1,1,0,1,1,64666,['Company'],0,1,64666.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Mar de la Luz Surfboard,Ariuzima,"['Catching, processing and marketing fish and other marine products']",[64375.66],{'Company': 1},1,1,0,23,23,64375,['Company'],22,1,2926.1363636363635,0.0032430908065425,0.0518873567291541,0.0767391280824956,5.715306026930581e-09,1
Davis Group,ZH,"['Pangasius fillets, pangasius steak, whole pangasius, pangasius portion, pangasius rolled, and pangasius butterfly', 'Manufacture of footwear specialising in shoes', 'Unknown']","[12097.9049, 64234.4538, 5486.6728, 'None', 5913.0329, 16222.8488]","{'Company': 5, 'Beneficial Owner': 4, 'Company Contacts': 5}",14,1,0,4,4,103952,"['Company', 'Beneficial Owner', 'Company Contacts']",1,3,103952.0,1.0,1.0,1.0,0.7071069290249942,1
Náutica del Sol Ges.m.b.H.,Oceanus,"['Industrial adhesive products, eco-friendly hide glue, protein adhesives, water based adhesives, and hot melt adhesives', 'Manufacture and sale of canned and cured fish and seafoods, as well as other related products']","['Unknown', 64166.6728]",{'Company': 2},2,1,0,5,5,64166,['Company'],3,2,21388.666666666668,0.4545454545454546,0.6181818181818182,0.6470588235294118,0.4472176450303206,1
Tamil Nadu s SE,Nalakond,['Fish and seafoods products'],[63887.8302],{'Company': 1},1,1,0,6,2,63887,['Company'],1,1,63887.0,1.0,1.0,1.0,0.707106690085642,1
bǐ mù yú Marine,Oceanus,['Air and ocean freight solutions in partnership with leading air and maritime carriers'],[63766.6728],{'Company': 1},1,1,0,1,1,63766,['Company'],0,1,63766.0,1.0,0.0,1.0,0.7071067811865476,1
Chhattisgarh   S.A. de C.V.,Marebak,"['Salmon products, white fish products, value added products, flat fish products and scampi products']",[63408.1922],{'Company': 1},1,1,0,3,3,63408,['Company'],2,1,31704.0,1.0,1.0,1.0,0.707106878039843,1
Aqua Adventures N.V. Forwading,Puerto Sol,"['Canned fish and other fish-based foods (Anchovy, mackerel, sardine and prawn; Mussels, clams, salmon, tuna, and cod)']",[62698.2743],{'Company': 1},1,1,0,5,5,62698,['Company'],4,1,15674.5,1.0,1.0,1.0,0.7071064011232681,1
Mar y Luna Kga,Marebak,"['Canning, processing and manufacturing of seafood and other aquatic products']",[62594.1066],{'Company': 1},1,1,0,12,6,62594,['Company'],5,1,12518.8,1.0,1.0,1.0,0.707106500442864,1
Mar de Plata Company Distribution,Oceanus,['Fish and seafood'],[62466.6728],{'Company': 1},1,1,0,1,1,62466,['Company'],0,1,62466.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
SeaBite SRL and Son's,Brindisola,['Fish and seafoods products'],[62152.7827],{'Company': 1},1,1,0,4,4,62152,['Company'],3,1,20717.33333333333,1.0,1.0,1.0,0.7071069290249942,1
Allen PLC,ZH,"['Unknown', 'Fish and seafood products', 'Plastics materials and resins']","[25866.6728, 61582.3234, 'None']","{'Company': 2, 'Beneficial Owner': 2, 'Company Contacts': 3}",7,1,0,2,2,87448,"['Company', 'Beneficial Owner', 'Company Contacts']",1,1,87448.0,1.0,1.0,1.0,0.707106690085642,1
"Lang, Hartman and Baker",ZH,['Fresh/frozen aquatic products'],[61559.5077],{'Company': 1},1,0,0,0,0,61559,['Company'],0,0,61559.0,0.0,0.0,0.0,0.0,1
Estrella de la Costa AB Express,Mawazam,['Fish and seafood'],[61498.3207],{'Company': 1},1,1,0,2,2,61498,['Company'],1,1,61498.0,1.0,1.0,1.0,0.707106690085642,1
Moore LLC,ZH,"['Fish and fish products (fresh and frozen seafood and other aquatic products, and canned and cured fish and seafood)', 'Fish, seafood, and other marine products', 'Unknown', 'Fish and fish products (catfish, cod, shark, snapper, swordfish, tuna, whitefish, yellowtail, clams, crabs, lobsters, mussels, oysters, scallops, salmons, seaweeds, octopus, crayfish, shrimps, mackerels, seabass, smelts, sole, pollack, and hoki fillet)']","['None', 61273.255, 11666.0193, 11911.1965]","{'Company': 3, 'Beneficial Owner': 7, 'Company Contacts': 3}",13,1,0,3,3,84850,"['Company', 'Beneficial Owner', 'Company Contacts']",3,0,28283.33333333333,1.0,1.0,1.0,0.707106878039843,1
Oceanfront Oases - Ltd. Liability Co Marine life,Oceanus,"['Specialised in commercial catching, rearing or taking a wide range of finfish, shellfish, or miscellaneous marine products from a natural habitat, such as catching of fish, eels, salmon, tuna, clams, crabs, lobsters, mussels, oysters, and shrimps; Offers fresh local seafood from several area boats to restaurants and retail customers at two locations in Saint Augustine, Florida']",[61266.6728],{'Company': 1},1,1,0,2,1,61266,['Company'],1,0,61266.0,0.5,0.0,0.6666666666666666,0.5000000644180599,1
Turkish Salmon ОАО Transit,Thessalandia,"['Specialises in a wide range of products such as tuna, salmon, herring, shellfish, and groundfish products; Provides flounder fillets, cornmeal pollock strips, burger, tuna steak, frozen halibut steaks, as well as canned sockeye salmon and frozen sockeye, and crabs; Covers cod, pollock, rockfish, flounder and sole, and other related products']",[61073.9273],{'Company': 1},1,1,0,2,2,61073,['Company'],1,1,61073.0,1.0,1.0,1.0,0.707106690085642,1
Aqua Aura OJSC Cargo,Marebak,"['Canning, processing and manufacturing of seafood and other aquatic products']",[60624.3572],{'Company': 1},1,1,0,1,1,60624,['Company'],0,1,60624.0,1.0,0.0,1.0,0.7071067811865476,1
Arunachal Pradesh s S.A. de C.V.,Marebak,"['Offers a wide range of processed and preserved shellfish, and exotic fish; Catfish, cod, shark, snapper, swordfish, tuna, whitefish, yellowtail, clams, crabs, lobsters, mussels, oysters, scallops, salmons, seaweeds, octopus, crayfish, shrimps, mackerels, seabass, smelts, sole, pollack, and hoki fillet']",[60345.5044],{'Company': 1},1,1,0,1,1,60345,['Company'],0,1,60345.0,1.0,0.0,1.0,0.7071067811865476,1
"Jennings, Keller and Willis",ZH,['Fish and sea food products'],[60325.3205],{'Company': 1},1,0,0,0,0,60325,['Company'],0,0,60325.0,0.0,0.0,0.0,0.0,1
"Bradley, Ford and Johnson",ZH,"['Dry fish, sand lobster, and sole fish']",[59899.2736],{'Company': 1},1,0,0,0,0,59899,['Company'],0,0,59899.0,0.0,0.0,0.0,0.0,1
Morales PLC,ZH,"['Commercial fishing equipment', 'Unknown']","[59764.857, 'None']","{'Company': 1, 'Beneficial Owner': 1}",2,1,0,1,1,59764,"['Company', 'Beneficial Owner']",1,0,59764.0,1.0,0.0,1.0,0.7071067811865476,1
Sea Breezes Sagl Seaside,Nalakond,"['Prawns, squids, and octopus; Refrigerated smoked salmon, cod, cephalopods, shellfish, fish, fillets, loins and slices, vegetables, meat, pre-cooked products; Fresh fishes such as Lluerna, Denton, Salmon noruego, Merluza, Lenguados, Gallo de San Pedro, Dorada, Lubina, Mejillones, Almeja gallega, and Rodaballo']",[59682.0101],{'Company': 1},1,1,0,6,3,59682,['Company'],2,1,29841.0,0.75,0.8333333333333333,0.8,0.653280511529063,1
Mar del Norte Ltd. Liability Co,Marebak,"['Processing and preserving of fish and fish products', 'Unknown']","[58984.6915, 13076.6728]",{'Company': 2},2,1,0,5,5,72060,['Company'],4,1,18015.0,1.0,1.0,1.0,0.7071064011232681,1
Thompson-Solis,ZH,['Fish and seafood products'],[58564.5501],{'Company': 1},1,0,0,0,0,58564,['Company'],0,0,58564.0,0.0,0.0,0.0,0.0,1
Jennings-Daugherty,ZH,['All types of frozen and canned seafood and metal packaging for both domestic and export markets'],[58548.4615],{'Company': 1},1,0,0,0,0,58548,['Company'],0,0,58548.0,0.0,0.0,0.0,0.0,1
Olson-Carter,ZH,['A range of seafood and pre-prepared vegetable products'],[57969.3214],{'Company': 1},1,0,0,0,0,57969,['Company'],0,0,57969.0,0.0,0.0,0.0,0.0,1
Atlantic Ocean Coast  Sp Marine,Nalakond,['Fish and other seafood'],[57937.2395],{'Company': 1},1,1,0,2,2,57937,['Company'],1,1,57937.0,1.0,1.0,1.0,0.707106690085642,1
Kong zhong diao yu  LC,Oceanus,['Meat and seafood'],[57766.6728],{'Company': 1},1,1,0,3,1,57766,['Company'],0,1,57766.0,1.0,0.0,1.0,0.7071067811865476,1
SaltwaterSelections A/S Marine conservation,Marebak,['Processed shrimps'],[57429.544],{'Company': 1},1,1,0,4,4,57429,['Company'],3,1,19143.0,0.0005640157924421,0.0008459043791598,0.0388685801349329,2.6381758201033776e-13,1
Atlas Mountains  LC and Son's,Marebak,"['Marine animals, ranging from frozen crab meat, pasteurized and frozen crab meat, frozen pollack fillet, frozen surimi, shrimp, tilapia fillet, salmon, grouper, short necked clam, meretrix, and bullfrog legs']",[57279.2685],{'Company': 1},1,1,0,4,4,57279,['Company'],3,1,19093.0,0.8,0.9,0.8333333333333334,0.6767657319837915,1
Rift Valley fishery Incorporated,Marebak,['Spray pumps and bottles for cosmetic and pharmaceutical packaging'],[56693.2086],{'Company': 1},1,1,0,1,1,56693,['Company'],0,1,56693.0,1.0,0.0,1.0,0.7071067811865476,1
Scott-West,ZH,['Fish and seafood products'],[56337.3759],{'Company': 1},1,0,0,0,0,56337,['Company'],0,0,56337.0,0.0,0.0,0.0,0.0,1
North Atlantic  Merchants &,Nalakond,"['Frozen fish line (squid rings, squid rings and tubes, and dry salted cod); Ready dishes line (bread chicken nuggets, battered cod fillets, and battered squid rings); Shark fins, Illex squid, squid tentacles, yellow fin, skipjack, Albacore tuna, scallop in shell, swordfish, cuttlefish, octopus, cod, mussel, ling, and salmon']",[55675.9815],{'Company': 1},1,1,0,3,3,55675,['Company'],2,1,27837.5,1.0,1.0,1.0,0.707106878039843,1
qīng yú A/S Brothers,Quornova,['Canned and cured fish and seafood'],[55611.0147],{'Company': 1},1,1,0,5,5,55611,['Company'],4,1,13902.75,0.8333333333333333,0.9333333333333332,0.8571428571428571,0.6881903745989718,1
Aguamarina Limited Liability Company,Marebak,['Fresh and frozen seafood'],[55045.4068],{'Company': 1},1,1,0,1,1,55045,['Company'],0,1,55045.0,1.0,0.0,1.0,0.7071067811865476,1
Nagaland Sea Catch Ltd. Liability Co Logistics,Marebak,['Processing and preserving fish and seafood products'],[54913.4275],{'Company': 1},1,1,0,27,27,54913,['Company'],26,1,2112.038461538461,0.0038071065989847,0.0803212739184601,0.0804236644251159,1.3284567298953134e-09,1
Tran-Davenport,ZH,['Fishmeals and preserved aquatic products'],[54884.3794],{'Company': 1},1,0,0,0,0,54884,['Company'],0,0,54884.0,0.0,0.0,0.0,0.0,1
Spanish Shrimp Shipping Submarine,Oceanus,"['Shrimp, whole fish, shell fish, fish fillet, specialty cephalopods; Pork, beef, goat, lamb, chicken, duck, quail and squab']",[54866.6728],{'Company': 1},1,1,0,2,2,54866,['Company'],1,1,54866.0,1.0,1.0,1.0,0.707106690085642,1
Turner-Gardner,ZH,['Canned and cured fish and seafoods'],[54801.002],{'Company': 1},1,0,0,0,0,54801,['Company'],0,0,54801.0,0.0,0.0,0.0,0.0,1
Sparrman's bream Wakame Kga Consulting,Puerto Sol,['Machineries for food and beverages'],[54636.0844],{'Company': 1},1,1,0,1,1,54636,['Company'],0,1,54636.0,1.0,0.0,1.0,0.7071067811865476,1
Lake Kainji  ОАО Worldwide,Thessalandia,"['Frozen white fish (saithe, cod and haddock, redfish, cat fish, and other products)']",[54607.5243],{'Company': 1},1,1,0,13,13,54607,['Company'],12,1,4550.583333333333,0.0018330513254371,0.005069222180782,0.0512320395292893,2.3665729937483644e-16,1
